Part No,Lot No,Sample,Panel ID,Criterion internal,Criterion CofC,Position,PTH,Measuring point,Measuring value,LSL,USL,LCL,UCL,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 1,M 5,19.44,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 1,M 6,17.79,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 1,M 1,20.10,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 1,M 2,15.16,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 1,M 3,18.45,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 1,M 4,18.78,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 1,M 5,17.13,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 1,M 6,17.13,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 1,M 1,20.10,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 1,M 2,17.79,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 1,M 3,22.08,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 1,M 4,19.44,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 1,M 5,17.13,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 1,M 6,20.43,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 2,M 1,16.80,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 2,M 2,15.82,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 2,M 3,16.80,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 2,M 4,15.49,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 2,M 5,14.50,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 2,M 6,17.46,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 2,M 1,19.77,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 2,M 2,19.44,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 2,M 3,17.79,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 2,M 4,17.46,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 2,M 5,16.80,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 2,M 6,19.11,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 2,M 1,19.44,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 2,M 2,19.11,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 2,M 3,17.13,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 2,M 4,18.12,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 2,M 5,18.12,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 2,M 6,18.12,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 2,M 1,20.10,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 2,M 2,15.82,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 2,M 3,17.79,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 2,M 4,17.13,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 2,M 5,17.13,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 2,M 6,20.43,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 2,M 1,20.10,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 2,M 2,19.11,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 2,M 3,21.09,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 2,M 4,21.09,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 2,M 5,18.45,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 2,M 6,21.42,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 3,M 1,17.79,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 3,M 2,15.16,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 3,M 3,15.82,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 3,M 4,15.82,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 3,M 5,15.16,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 1,PTH 3,M 6,17.13,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 3,M 1,17.79,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 3,M 2,18.12,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 3,M 3,17.13,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 3,M 4,15.82,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 3,M 5,17.79,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 2,PTH 3,M 6,18.45,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 3,M 1,20.10,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 3,M 2,17.79,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 3,M 3,19.11,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 3,M 4,20.43,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 3,M 5,17.79,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 3,PTH 3,M 6,18.45,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 3,M 1,19.77,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 3,M 2,16.80,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 3,M 3,17.13,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 3,M 4,17.13,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 3,M 5,16.80,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 4,PTH 3,M 6,18.78,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 3,M 1,19.44,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 3,M 2,18.78,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 3,M 3,18.45,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 3,M 4,19.11,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 3,M 5,18.12,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP,PTH wall thickness AMP,Pos 5,PTH 3,M 6,18.78,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP - Mw,PTH wall thickness AMP - Ave,Pos 1,PTH 1,M 1,16.29,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP - Mw,PTH wall thickness AMP - Ave,Pos 2,PTH 1,M 1,18.03,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP - Mw,PTH wall thickness AMP - Ave,Pos 3,PTH 1,M 1,18.71,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP - Mw,PTH wall thickness AMP - Ave,Pos 4,PTH 1,M 1,17.86,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,PTH Kupferdicke AMP - Mw,PTH wall thickness AMP - Ave,Pos 5,PTH 1,M 1,19.50,12,24,13.8,22.2,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 1,PTH 1,M 1,14.17,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 1,PTH 2,M 1,14.83,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 1,PTH 3,M 1,13.51,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 2,PTH 1,M 1,13.84,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 2,PTH 2,M 1,14.17,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 2,PTH 3,M 1,14.17,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 3,PTH 1,M 1,13.84,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 3,PTH 2,M 1,13.51,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 3,PTH 3,M 1,12.85,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 4,PTH 1,M 1,15.16,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 4,PTH 2,M 1,15.16,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 4,PTH 3,M 1,15.16,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 5,PTH 1,M 1,14.17,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 5,PTH 2,M 1,14.50,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front,Cu lid thickness front,Pos 5,PTH 3,M 1,15.16,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front - Mw,Cu lid thickness front - Ave,Pos 1,PTH 1,M 1,14.17,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front - Mw,Cu lid thickness front - Ave,Pos 2,PTH 1,M 1,14.06,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front - Mw,Cu lid thickness front - Ave,Pos 3,PTH 1,M 1,13.40,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front - Mw,Cu lid thickness front - Ave,Pos 4,PTH 1,M 1,15.16,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 front - Mw,Cu lid thickness front - Ave,Pos 5,PTH 1,M 1,14.61,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 1,PTH 1,M 1,14.50,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 1,PTH 2,M 1,14.50,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 1,PTH 3,M 1,14.50,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 2,PTH 1,M 1,14.17,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 2,PTH 2,M 1,14.50,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 2,PTH 3,M 1,13.51,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 3,PTH 1,M 1,12.85,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 3,PTH 2,M 1,12.85,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 3,PTH 3,M 1,13.18,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 4,PTH 1,M 1,15.16,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 4,PTH 2,M 1,14.50,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 4,PTH 3,M 1,15.49,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 5,PTH 1,M 1,14.17,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 5,PTH 2,M 1,14.17,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back,Cu lid thickness back,Pos 5,PTH 3,M 1,14.17,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back - Mw,Cu lid thickness back - Ave,Pos 1,PTH 1,M 1,14.50,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back - Mw,Cu lid thickness back - Ave,Pos 2,PTH 1,M 1,14.06,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back - Mw,Cu lid thickness back - Ave,Pos 3,PTH 1,M 1,12.96,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back - Mw,Cu lid thickness back - Ave,Pos 4,PTH 1,M 1,15.05,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 2,27,Deckeldicke 1 back - Mw,Cu lid thickness back - Ave,Pos 5,PTH 1,M 1,14.17,9.5,17.5,10.7,16.3,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 1,PTH 1,M 1,,,,,,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 1,PTH 2,M 1,,,,,,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 1,PTH 3,M 1,,,,,,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 2,PTH 1,M 1,,,,,,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 2,PTH 2,M 1,,,,,,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 2,PTH 3,M 1,,,,,,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 3,PTH 1,M 1,,,,,,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 3,PTH 2,M 1,,,,,,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 3,PTH 3,M 1,,,,,,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 4,PTH 1,M 1,,,,,,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 4,PTH 2,M 1,,,,,,,
AMPC0000,605000251542,Sample 3,xx,On AMP Cu thickness front,Cu thickness AMP front,Pos 4,PTH 3,M 1,,,,,,,